polstn,pol,stn,stn_no,lat,lon,tribmarsh,region,loc,loc_code,habitat,tidesta,station_name
SB-LSB 2,SB-760,LSB2,2,37.478817,-122.084489,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-LSB 3,SB-700,LSB3,3,37.475334,-122.066962,Lower South Bay,South Bay,Lower South Bay,LSB,Open Bay,"Dumbarton Bridge, CA",9414509
SB-SVC,NA,SVC,,#N/A,#N/A,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"COYOTE CREEK, TRIBUTARY #1, S.F. BAY",9414561
SB-UCOY 0,,UCOY 0,0,37.4561,-121.93113,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-UCOY 1,SB-130,UCOY 1,1,37.4671,-121.944141,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-UCOY 1.5,,UCOY 1.5,1.5,37.46025,-121.94682,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-UCOY 2,SB-150,UCOY 2,2,37.462506,-121.956491,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SB-UCOY 3,,UCOY 3,3,37.46196,-121.96616,Alviso Marsh,South Bay,Coyote Creek,COY,Slough Adjacent to Restoration Pond,"Coyote Creek, CA",9414575
SF2 O,Legacy,SF2 O,,,,Ravenswood Marsh,South Bay,Ravenswood Marsh,RAV,unkown,,
SON,Legacy,SON,,,,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
SON 1,Legacy,SON 1,1,38.22847,-122.42719,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
SON 2,Legacy,SON 2,2,38.21763,-122.42696,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
SON 3,Legacy,SON 3,3,38.18842,-122.40447,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
SON 4,Legacy,SON 4,4,38.16997,-122.4148,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
SON 5,Legacy,SON 5,5,38.188331,-122.404931,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
SON 6,Legacy,SON 6,6,38.176197,-122.416103,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
SON 7,Legacy,SON 7,7,38.161181,-122.419576,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
SON 8,Legacy,SON 8,8,38.152513,-122.404988,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
SOUTHSL 1,Legacy,SOUTHSL 1,1,,,Napa River,North Bay,South Slough,SSL,Slough,,
Spider Slough,Legacy,Spider Slough,,38.21991,-122.41283,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Unknown,Unknown
STE 1,Legacy,STE 1,1,,,Bair Island,South Bay,Steinburger Slough ,STS,unkown,,
STE 2,Legacy,STE 2,2,,,Bair Island,South Bay,Steinburger Slough ,STS,unkown,,
STE 3,Legacy,STE 3,3,,,Bair Island,South Bay,Steinburger Slough ,STS,unkown,,
STEM 1,Legacy,STEM 1,1,38.219717,-122.310783,Napa River,North Bay,Steamboat Slough,SBS,unkown,,
STEMBSL,Legacy,STEMBSL,,,,Napa River,North Bay,Steamboat Slough,SBS,unkown,,
SVC,Legacy,SVC,,Unknown,,Unknown,Unknown,Unknown,UNK,Unknown,Unknown,Unknown
UNAP 1,Legacy,UNAP 1,1,38.29662,-122.28218,Napa River,North Bay,Napa River,NPR,Mainstem,,
UNAP 2,Legacy,UNAP 2,2,38.28177,-122.28218,Napa River,North Bay,Napa River,NPR,Mainstem,,
UNAP 3,Legacy,UNAP 3,3,38.26511,-122.28463,Napa River,North Bay,Napa River,NPR,Mainstem,,
UNAP 4,Legacy,UNAP 4,4,38.24458,-122.28541,Napa River,North Bay,Napa River,NPR,Mainstem,,
UNAP 5,Legacy,UNAP 5,5,38.23605,-122.28762,Napa River,North Bay,Napa River,NPR,Mainstem,,
UNAP 6,Legacy,UNAP 6,6,38.23093,-122.29712,Napa River,North Bay,Napa River,NPR,Mainstem,,
UNAP 7,Legacy,UNAP 7,7,38.22124,-122.31002,Napa River,North Bay,Napa River,NPR,Mainstem,,
UNAP 8,Legacy,UNAP 8,8,38.19768,-122.31477,Napa River,North Bay,Napa River,NPR,Mainstem,,
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,UNK,Unknown,Unknown,Unknown
USON 1,Legacy,USON 1,1,38.22195,-122.42185,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
USON 2,Legacy,USON 2,2,38.200767,-122.3981,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
USON 3,Legacy,USON 3,3,38.21669,-122.42747,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
USON 4,Legacy,USON 4,4,38.20691,-122.4046,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
USON-HWY 12,Legacy,USON-HWY 12,,38.23308,-122.43023,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,,
