polstn,pol,stn,stn_no,lat,lon,tribmarsh,region,loc,loc_code,habitat,tidesta,station_name
NB-1445,NB-1445,NA,NA,37.748833,-122.274064,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1446,NB-1446,NA,NA,37.74897,-122.260709,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1447,NB-1447,NA,NA,37.739468,-122.365157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1448,NB-1448,NA,NA,37.739624,-122.348045,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1449,NB-1449,NA,NA,37.739624,-122.333229,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1450,NB-1450,NA,NA,37.739624,-122.32058,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1451,NB-1451,NA,NA,37.739624,-122.309093,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1452,NB-1452,NA,NA,37.739624,-122.298035,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1453,NB-1453,NA,NA,37.739624,-122.286799,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1454,NB-1454,NA,NA,37.739624,-122.274063,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1455,NB-1455,NA,NA,37.739349,-122.262181,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1456,NB-1456,NA,NA,37.73161,-122.364391,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1457,NB-1457,NA,NA,37.730626,-122.348048,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1458,NB-1458,NA,NA,37.730635,-122.333227,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1459,NB-1459,NA,NA,37.730642,-122.320579,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1460,NB-1460,NA,NA,37.730649,-122.309096,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1461,NB-1461,NA,NA,37.730656,-122.298039,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1462,NB-1462,NA,NA,37.730662,-122.286803,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1463,NB-1463,NA,NA,37.730669,-122.274064,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1464,NB-1464,NA,NA,37.730656,-122.260564,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1465,NB-1465,NA,NA,37.720186,-122.376806,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1466,NB-1466,NA,NA,37.721383,-122.359915,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1467,NB-1467,NA,NA,37.721393,-122.348056,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1468,NB-1468,NA,NA,37.721401,-122.333231,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1469,NB-1469,NA,NA,37.721408,-122.320585,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1470,NB-1470,NA,NA,37.721415,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1471,NB-1471,NA,NA,37.721421,-122.298049,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1472,NB-1472,NA,NA,37.721427,-122.286813,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1473,NB-1473,NA,NA,37.721435,-122.27407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1474,NB-1474,NA,NA,37.721443,-122.260538,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1475,NB-1475,NA,NA,37.720758,-122.249013,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1476,NB-1476,NA,NA,#N/A,#N/A,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1477,NB-1477,NA,NA,37.70831,-122.387503,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1478,NB-1478,NA,NA,37.711438,-122.374354,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1479,NB-1479,NA,NA,37.711553,-122.362326,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1480,NB-1480,NA,NA,37.711592,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1481,NB-1481,NA,NA,37.711592,-122.333227,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1482,NB-1482,NA,NA,37.711592,-122.320583,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1483,NB-1483,NA,NA,37.711592,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1484,NB-1484,NA,NA,37.711592,-122.298052,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1485,NB-1485,NA,NA,37.711592,-122.286816,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1486,NB-1486,NA,NA,37.711592,-122.274069,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1487,NB-1487,NA,NA,37.711592,-122.260537,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1488,NB-1488,NA,NA,37.711592,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1489,NB-1489,NA,NA,37.710896,-122.235861,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1490,NB-1490,NA,NA,37.702438,-122.387161,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1491,NB-1491,NA,NA,37.702424,-122.374867,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1492,NB-1492,NA,NA,37.702424,-122.362334,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1493,NB-1493,NA,NA,37.702424,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1494,NB-1494,NA,NA,37.702424,-122.333223,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1495,NB-1495,NA,NA,37.702424,-122.32058,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1496,NB-1496,NA,NA,37.702424,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1497,NB-1497,NA,NA,37.702424,-122.298053,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1498,NB-1498,NA,NA,37.702424,-122.286817,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1499,NB-1499,NA,NA,37.702424,-122.274068,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-150,NB-150,NA,NA,38.283303,-122.284682,Napa River,North Bay,Napa River,NPR,Mainstem,"NAPA, NAPA RIVER",9415623
NB-1500,NB-1500,NA,NA,37.702424,-122.260535,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1501,NB-1501,NA,NA,37.702424,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1502,NB-1502,NA,NA,37.702424,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1503,NB-1503,NA,NA,37.702051,-122.224583,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1504,NB-1504,NA,NA,37.702035,-122.211758,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1505,NB-1505,NA,NA,37.702143,-122.201697,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1506,NB-1506,NA,NA,37.693745,-122.386366,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1507,NB-1507,NA,NA,37.693667,-122.374864,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1508,NB-1508,NA,NA,37.693667,-122.362334,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1509,NB-1509,NA,NA,37.693667,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1510,NB-1510,NA,NA,37.693667,-122.333219,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1511,NB-1511,NA,NA,37.693667,-122.320577,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1512,NB-1512,NA,NA,37.693667,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1513,NB-1513,NA,NA,37.693667,-122.298055,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1514,NB-1514,NA,NA,37.693667,-122.286819,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1515,NB-1515,NA,NA,37.693667,-122.274066,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1516,NB-1516,NA,NA,37.693667,-122.260534,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1517,NB-1517,NA,NA,37.693667,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1518,NB-1518,NA,NA,37.693667,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1519,NB-1519,NA,NA,37.693667,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1520,NB-1520,NA,NA,37.693667,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1521,NB-1521,NA,NA,37.693667,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1522,NB-1522,NA,NA,37.684532,-122.385352,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1523,NB-1523,NA,NA,37.684435,-122.374862,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1524,NB-1524,NA,NA,37.684435,-122.362335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1525,NB-1525,NA,NA,37.684435,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1526,NB-1526,NA,NA,37.684435,-122.333214,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1527,NB-1527,NA,NA,37.684435,-122.320574,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1528,NB-1528,NA,NA,37.684435,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1529,NB-1529,NA,NA,37.684435,-122.298056,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1530,NB-1530,NA,NA,37.684435,-122.28682,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1531,NB-1531,NA,NA,37.684435,-122.274065,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1532,NB-1532,NA,NA,37.684435,-122.260532,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1533,NB-1533,NA,NA,37.684435,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1534,NB-1534,NA,NA,37.684435,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1535,NB-1535,NA,NA,37.684435,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1536,NB-1536,NA,NA,37.684435,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1537,NB-1537,NA,NA,37.684435,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1538,NB-1538,NA,NA,37.684435,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1539,NB-1539,NA,NA,37.683849,-122.179884,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1540,NB-1540,NA,NA,37.675393,-122.374857,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1541,NB-1541,NA,NA,37.675393,-122.362335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1542,NB-1542,NA,NA,37.675393,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1543,NB-1543,NA,NA,37.675393,-122.33321,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1544,NB-1544,NA,NA,37.675393,-122.320571,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1545,NB-1545,NA,NA,37.675393,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1546,NB-1546,NA,NA,37.675393,-122.298058,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1547,NB-1547,NA,NA,37.675393,-122.286822,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1548,NB-1548,NA,NA,37.675393,-122.274063,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1549,NB-1549,NA,NA,37.675393,-122.260531,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1550,NB-1550,NA,NA,37.675393,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1551,NB-1551,NA,NA,37.675393,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1552,NB-1552,NA,NA,37.675393,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1553,NB-1553,NA,NA,37.675393,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1554,NB-1554,NA,NA,37.675393,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1555,NB-1555,NA,NA,37.675393,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1556,NB-1556,NA,NA,37.675393,-122.178796,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1557,NB-1557,NA,NA,37.674774,-122.169024,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1558,NB-1558,NA,NA,37.666343,-122.374714,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1559,NB-1559,NA,NA,37.666161,-122.362335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1560,NB-1560,NA,NA,37.666161,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1561,NB-1561,NA,NA,37.666161,-122.333206,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1562,NB-1562,NA,NA,37.666161,-122.320568,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1563,NB-1563,NA,NA,37.666161,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1564,NB-1564,NA,NA,37.666161,-122.29806,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1565,NB-1565,NA,NA,37.666161,-122.286824,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1566,NB-1566,NA,NA,37.666161,-122.274061,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1567,NB-1567,NA,NA,37.666161,-122.260529,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1568,NB-1568,NA,NA,37.666161,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1569,NB-1569,NA,NA,37.666161,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1570,NB-1570,NA,NA,37.666161,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1571,NB-1571,NA,NA,37.666161,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1572,NB-1572,NA,NA,37.666161,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1573,NB-1573,NA,NA,37.666161,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1574,NB-1574,NA,NA,37.66616,-122.178793,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1575,NB-1575,NA,NA,37.666063,-122.166849,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1576,NB-1576,NA,NA,37.65729,-122.37386,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1577,NB-1577,NA,NA,37.657214,-122.362335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1578,NB-1578,NA,NA,37.657214,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1579,NB-1579,NA,NA,37.657214,-122.333201,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1580,NB-1580,NA,NA,37.657214,-122.320565,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1581,NB-1581,NA,NA,37.657214,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1582,NB-1582,NA,NA,37.657214,-122.298061,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1583,NB-1583,NA,NA,37.657214,-122.286825,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1584,NB-1584,NA,NA,37.657214,-122.27406,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1585,NB-1585,NA,NA,37.657214,-122.260527,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1586,NB-1586,NA,NA,37.657214,-122.248203,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1587,NB-1587,NA,NA,37.657214,-122.236157,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1588,NB-1588,NA,NA,37.657214,-122.22407,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1589,NB-1589,NA,NA,37.657214,-122.212856,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1590,NB-1590,NA,NA,37.657214,-122.20134,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1591,NB-1591,NA,NA,37.657214,-122.189918,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1592,NB-1592,NA,NA,37.657214,-122.178789,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1593,NB-1593,NA,NA,37.657214,-122.167715,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1594,NB-1594,NA,NA,37.656879,-122.159901,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1595,NB-1595,NA,NA,37.648365,-122.379505,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1596,NB-1596,NA,NA,37.648815,-122.362335,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1597,NB-1597,NA,NA,37.648814,-122.348057,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1598,NB-1598,NA,NA,37.648814,-122.333197,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1599,NB-1599,NA,NA,37.648815,-122.320562,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-160,NB-160,NA,NA,38.275603,-122.283789,Napa River,North Bay,Napa River,NPR,Mainstem,"NAPA, NAPA RIVER",9415623
NB-1600,NB-1600,NA,NA,37.648814,-122.309105,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1601,NB-1601,NA,NA,37.648815,-122.298063,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1602,NB-1602,NA,NA,37.648814,-122.286827,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1603,NB-1603,NA,NA,37.648814,-122.274058,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1604,NB-1604,NA,NA,37.648815,-122.260526,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
